"Ancestry/Origin","ID","","Individual","astl","astl","astl","astr","astr","astr","bas","bas","bas","brg","brg","brg","dacl","dacl","dacl","dacr","dacr","dacr","ecml","ecml","ecml","ecmr","ecmr","ecmr","ectl","ectl","ectl","ectr","ectr","ectr","fmal","fmal","fmal","fmar","fmar","fmar","fmtl","fmtl","fmtl","fmtr","fmtr","fmtr","glb","glb","glb","lam","lam","lam","mastl","mastl","mastl","mastr","mastr","mastr","nas","nas","nas","obhi","obhi","obhi","obhir","obhir","obhir","obhs","obhs","obhs","obhsr","obhsr","obhsr","ops","ops","ops","proHEST","proHEST","proHEST","ssp","ssp","ssp","wnbl","wnbl","wnbl","wnbr","wnbr","wnbr","zygl","zygl","zygl","zygoml","zygoml","zygoml","zygomr","zygomr","zygomr","zygool","zygool","zygool","zygoor","zygoor","zygoor","zygr","zygr","zygr"
"Spain","605","OLORIZ COLLECTION","F","43.4294999999999","-166.814699999999","186.917499999999","35.045","-275.2509","189.2535","60.4117","-221.3202","230.7538","-63.8932","-209.113","247.7893","25.5231999999999","-209.0624","307.233499999999","22.9182999999999","-229.8736","307.6109","73.7353999999999","-193.6336","286.296299999999","-9999","-9999","-9999","31.9549999999999","-174.6132","296.182999999999","26.6659","-264.632","294.925599999999","20.8419999999999","-174.5552","299.3423","16.753","-263.9587","297.1127","21.9163","-171.906399999999","294.053299999999","16.1884","-265.9132","293.194399999999","8.01929999999999","-217.710399999999","315.4821","-7.77379999999999","-216.0184","149.5209","71.1521999999999","-170.685599999999","218.546699999999","63.6424","-272.260699999999","220.3837","16.7889","-219.2725","313.561899999999","42.3964","-193.110999999999","307.9406","38.6745","-249.166","306.330499999999","12.1986","-189.6661","307.9162","10.2531","-253.6494","303.7063","68.129","-222.2312","199.055299999999","73.4295999999999","-224.9156","318.897899999999","60.3806","-223.6994","316.348999999999","25.6123","-213.7493","312.4436","26.1085999999999","-225.883399999999","312.6161","48.9881999999999","-162.513299999999","267.7354","60.1634999999999","-180.0165","298.6743","55.0459","-264.8064","299.1609","42.2582","-193.794999999999","307.7805","38.6073","-249.0799","306.636799999999","40.8637","-277.8147","265.497099999999"
"Spain","606","OLORIZ COLLECTION","M","58.0219","-169.228199999999","194.1413","46.5491999999999","-274.6551","198.6295","76.3585999999999","-220.4836","250.607599999999","-66.7130999999999","-213.5337","244.5601","23.9603","-208.9599","318.1136","21.1541999999999","-227.7067","318.7606","82.25","-192.7842","306.922599999999","-9999","-9999","-9999","32.1548","-170.3485","310.494399999999","26.6866999999999","-266.175799999999","310.742599999999","22.9228999999999","-169.0997","312.4913","17.1293","-266.654299999999","311.904999999999","18.5565","-166.897799999999","308.4178","13.0182","-267.960399999999","307.821199999999","3.3449","-218.0076","327.158799999999","3.8235","-223.484299999999","147.1268","82.447","-169.174499999999","238.920099999999","73.3029999999999","-270.624799999999","241.922","14.4911999999999","-217.640199999999","325.9263","45.3046","-192.3717","319.269299999999","40.4457999999999","-249.978299999999","319.9271","11.2751","-184.991099999999","321.7901","7.1173","-254.487699999999","320.1634","81.7269","-221.1909","215.4309","83.2467","-224.135799999999","336.7504","64.8845","-223.2329","335.7785","21.5165","-214.9931","326.178099999999","22.8616999999999","-222.2268","325.461299999999","48.505","-155.301799999999","282.724499999999","62.0178999999999","-175.444799999999","313.8181","54.6723","-263.2302","313.784499999999","45.0437","-194.3839","319.866899999999","39.5855999999999","-248.182099999999","319.6954","38.1578","-281.9959","283.1806"
"Panama","607",,"M","73.555","-118.4013","253.417499999999","70.0793","-224.8188","265.1918","80.6071","-167.0908","321.000999999999","-50.6886999999999","-158.639","318.5606","38.0396","-154.3278","393.701599999999","38.6008","-172.9413","394.359199999999","102.4106","-139.68","382.9075","-9999","-9999","-9999","-9999","-9999","-9999","44.3581999999999","-211.191599999999","387.728299999999","-9999","-9999","-9999","35.8845999999999","-212.2187","390.5579","-9999","-9999","-9999","32.9251999999999","-213.9198","384.2577","23.1572","-161.0558","407.8448","14.9621999999999","-163.0199","216.777999999999","-9999","-9999","-9999","94.5200999999999","-222.1741","307.293999999999","31.3825","-161.4453","403.256899999999","61.7357","-136.219699999999","395.882099999999","-9999","-9999","-9999","28.8444","-126.9941","397.568699999999","-9999","-9999","-9999","94.012","-168.885899999999","287.5432","-9999","-9999","-9999","89.9649","-167.4128","412.3525","39.0790999999999","-158.1732","400.9357","40.9328999999999","-168.169","401.151599999999","-9999","-9999","-9999","-9999","-9999","-9999","75.8889999999999","-207.6141","393.2916","61.5056999999999","-138.773699999999","395.7733","58.9106","-195.6536","398.6064","60.648","-229.4197","353.3462"
"Panama","608",,"M","77.2566999999999","-112.257499999999","264.5941","65.8619","-225.7595","256.0441","94.5575999999999","-173.1373","304.293299999999","-36.8042","-158.4306","323.8661","59.6484","-160.012599999999","382.7687","58.1681999999999","-177.148","382.139299999999","-9999","-9999","-9999","-9999","-9999","-9999","70.7219","-121.1254","375.396","61.4433999999999","-218.0564","372.987","58.4194999999999","-119.8294","379.255699999999","46.5677999999999","-215.8446","376.3618","56.7411999999999","-118.0064","374.27","42.2715","-215.759199999999","370.981499999999","41.2295999999999","-165.743799999999","393.9947","12.5538","-161.235999999999","229.2567","115.8244","-123.6024","301.980999999999","108.4157","-223.9821","298.937599999999","49.234","-168.3905","391.206399999999","84.1436","-136.6789","380.7968","-9999","-9999","-9999","46.3","-135.6073","387.4617","-9999","-9999","-9999","104.4956","-174.0453","269.4001","-9999","-9999","-9999","101.621799999999","-173.435499999999","395.405599999999","59.1477","-165.028099999999","390.2493","58.2419","-172.3195","390.0513","88.4569","-108.3171","344.9366","97.18","-127.693299999999","375.7165","89.9925","-218.3947","373.3133","81.6577999999999","-147.266099999999","384.673299999999","76.5392999999999","-196.2392","382.5403","75.0063999999999","-234.493699999999","341.102399999999"
"Panama - Afroantille","609",,"M","76.5292","-117.7444","251.4828","75.0561","-220.3895","248.441499999999","98.4615","-171.025299999999","300.5656","-30.3869","-167.5577","309.1825","56.9397999999999","-161.593999999999","377.8154","57.9162","-183.2921","376.5473","114.7623","-140.1216","366.408099999999","112.9931","-205.704","363.47","63.9786","-125.3514","368.3589","61.2034","-220.4891","365.8122","51.4686999999999","-124.3762","369.192999999999","53.084","-219.4471","365.229499999999","49.3006","-121.1275","365.8102","50.0189","-222.675099999999","360.3328","39.3186","-169.9422","384.1526","21.4989999999999","-167.3162","208.145999999999","110.7529","-118.0506","290.3444","110.2536","-223.4413","289.266599999999","49.7614","-170.622999999999","383.4","76.5394","-142.4069","384.3227","-9999","-9999","-9999","42.1946","-139.500599999999","377.4406","-9999","-9999","-9999","104.265","-170.0491","260.8885","118.004","-177.1296","403.7751","101.9568","-175.882299999999","398.778","55.3190999999999","-166.6891","383.090899999999","56.4808","-177.2216","383.3872","77.0459","-108.2193","334.9141","96.0468999999999","-127.4068","376.803299999999","92.5708","-219.786499999999","373.565999999999","77.7051","-142.208699999999","383.347699999999","75.2368","-201.4888","382.842899999999","75.769","-235.168499999999","330.4218"
"Panama - Afroantille","610",,"M","69.3817999999999","-110.5694","254.219799999999","74.0335","-215.626499999999","251.4554","97.0781999999999","-162.824199999999","300.6956","-32.2862","-164.793299999999","311.9669","50.0257","-153.9702","379.668999999999","51.5519","-179.7996","377.621199999999","105.1388","-132.635099999999","370.1895","105.920599999999","-196.354","364.113099999999","56.2274","-114.6618","370.7601","59.1197999999999","-214.849799999999","366.5244","44.5936999999999","-115.7298","369.9993","47.128","-216.231599999999","364.8442","40.9378999999999","-114.8493","364.884099999999","47.9756","-216.791","357.859399999999","29.9947","-167.4751","386.4209","23.0378","-159.3607","213.6895","107.8908","-110.9606","291.842499999999","111.0494","-214.4913","288.1064","37.8823999999999","-167.215399999999","385.4515","66.5263","-133.4485","384.4714","-9999","-9999","-9999","34.189","-132.0103","378.5872","-9999","-9999","-9999","101.3441","-163.1559","264.949799999999","105.791","-166.8905","405.5948","91.9629","-166.0062","398.2203","48.9739999999999","-160.110199999999","387.4753","50.0003","-172.2658","387.206999999999","75.2686999999999","-100.233999999999","335.4524","87.1948","-115.6737","378.5249","90.1239","-216.1176","372.897499999999","67.1543","-132.314899999999","384.4452","68.0972","-199.1095","382.6241","79.6826999999999","-228.700899999999","331.1419"
"Panama - Afroantille","611",,"F","73.3867","-115.2089","251.6638","73.3802","-215.617099999999","247.5933","101.6597","-165.517","295.1592","-30.0113999999999","-166.4359","317.054399999999","60.7177999999999","-157.835399999999","369.6412","60.9711","-176.1455","368.7615","-9999","-9999","-9999","-9999","-9999","-9999","65.5336999999999","-121.5857","360.8195","66.6569999999999","-210.115199999999","359.042599999999","49.9341","-123.5872","363.817799999999","54.9977999999999","-211.4669","360.122799999999","51.2059","-121.3531","358.1755","52.1253","-212.2478","356.3206","44.4371999999999","-167.3701","377.1549","11.7103","-165.232","218.4225","-9999","-9999","-9999","100.5556","-214.4093","281.857199999999","54.8898999999999","-167.4965","376.103299999999","79.6678","-137.2784","372.5675","-9999","-9999","-9999","43.0339","-136.2735","370.5867","-9999","-9999","-9999","101.1251","-167.9666","258.696399999999","-9999","-9999","-9999","-9999","-9999","-9999","60.8196","-162.755599999999","375.612399999999","62.2323","-171.0102","374.571","-9999","-9999","-9999","89.6389","-127.5919","366.8611","90.3186","-208.598899999999","362.666499999999","80.4805999999999","-135.8066","371.591799999999","79.9727","-193.8985","371.0559","81.4042","-220.255699999999","328.315"
"Panama - Afroantille","612",,"F","75.7545999999999","-131.178699999999","250.3804","71.1672999999999","-232.7083","255.0465","96.0371999999999","-182.277999999999","301.851699999999","-32.1154999999999","-176.127","310.7909","58.9123","-169.481599999999","372.6614","56.5861999999999","-191.9779","372.835199999999","-9999","-9999","-9999","-9999","-9999","-9999","66.2613999999999","-135.3058","362.960899999999","60.4861999999999","-228.138499999999","363.213","55.5773999999999","-134.222399999999","365.0267","49.5266999999999","-228.1123","364.133899999999","54.1479","-132.0137","359.972399999999","47.7167999999999","-229.3486","359.741699999999","41.9896999999999","-180.701899999999","383.415599999999","31.0688999999999","-177.451799999999","211.544199999999","107.5815","-133.6278","284.212699999999","104.4364","-233.4314","284.2746","49.9765999999999","-180.9196","382.481499999999","79.6303999999999","-152.064699999999","376.646999999999","-9999","-9999","-9999","44.1276","-149.2915","373.678299999999","-9999","-9999","-9999","102.653","-181.8392","266.807999999999","114.6765","-185.709","391.8387","101.0518","-185.372","391.0307","57.8851999999999","-177.1295","381.2699","59.3975","-185.490199999999","381.9698","82.2322","-124.4213","333.3897","93.8961","-140.7417","366.8681","88.6410999999999","-227.2516","366.113999999999","79.7296","-148.1011","375.031499999999","74.2580999999999","-217.9429","374.696","74.8773999999999","-240.8658","330.3731"
"Panama - Afroantille","613",,"M","73.0896999999999","-122.5917","248.5866","71.8151","-223.772799999999","240.5148","101.3866","-174.543299999999","298.970899999999","-30.4617","-171.409699999999","320.594699999999","56.5844999999999","-166.311299999999","385.752799999999","59.8526","-187.5695","382.0052","111.3592","-144.6082","363.993699999999","111.4064","-208.0363","369.4667","66.1534999999999","-125.4641","375.6184","67.1842999999999","-227.8604","372.127799999999","52.7715","-126.6589","377.953899999999","54.3539999999999","-227.7585","374.8435","50.1203","-123.2341","374.2413","52.8937999999999","-229.1216","369.5924","44.3342999999999","-175.5543","394.8786","21.3273","-173.715399999999","220.293399999999","111.7719","-122.1909","288.9064","109.1797","-229.2816","285.3693","52.326","-174.918399999999","392.2991","77.8624999999999","-148.3828","385.786099999999","-9999","-9999","-9999","44.4084","-142.2581","388.188699999999","-9999","-9999","-9999","105.9396","-175.256499999999","262.034299999999","116.1001","-179.8067","403.401999999999","104.8499","-179.4377","401.1288","59.5578999999999","-170.196","390.1327","61.1799","-182.7478","390.2626","83.4852","-111.5682","342.173299999999","96.0349999999999","-132.4068","378.210199999999","95.3798","-228.1506","376.4357","81.4664999999999","-138.2803","383.2586","80.241","-215.349799999999","382.1929","80.5872999999999","-243.705199999999","330.848"
"Panama - Afroantille","614",,"F","81.7917999999999","-125.6988","260.8754","83.4557999999999","-233.5308","263.9823","99.2160999999999","-183.1013","311.1655","-30.9476","-168.2076","317.336599999999","57.9281","-163.2015","382.877","55.5397","-185.946499999999","383.7146","113.4268","-150.5607","371.8401","108.9408","-213.0791","374.346099999999","72.9869","-125.4535","368.8034","62.2809999999999","-225.9043","375.019299999999","61.4352999999999","-124.642399999999","371.346299999999","51.44","-225.556999999999","377.454","58.3357999999999","-122.8967","365.8356","48.7984","-227.0301","372.525199999999","38.2854999999999","-172.5386","396.721099999999","32.2886","-175.4084","218.152899999999","117.002399999999","-133.2039","300.086599999999","106.2241","-233.4111","307.1618","50.7984","-173.7791","393.3729","79.2181","-145.741999999999","382.1118","-9999","-9999","-9999","47.8249","-137.870299999999","383.8304","-9999","-9999","-9999","109.7531","-184.3709","277.0367","118.639799999999","-180.3974","404.516599999999","102.5588","-179.5821","397.5697","58.3903","-167.7991","390.574099999999","59.6118999999999","-178.726599999999","392.463599999999","88.3273999999999","-116.6283","336.580199999999","102.793899999999","-132.8557","372.2328","94.4960999999999","-228.175299999999","377.397899999999","82.0408999999999","-141.633399999999","380.5812","74.372","-207.2673","386.298499999999","77.7506999999999","-242.623899999999","340.812599999999"
"Panama","615",,"M","39.8851","-153.2811","251.5258","24.5058","-270.174699999999","252.8329","52.7832999999999","-212.342999999999","302.1487","-74.4849999999999","-197.6122","320.594699999999","16.9175","-197.0453","375.275199999999","15.4687","-216.4823","375.1027","-9999","-9999","-9999","-9999","-9999","-9999","26.6907999999999","-159.4109","363.1913","16.2058","-255.0351","364.563899999999","16.4623999999999","-157.817","366.216799999999","3.15119999999999","-254.4223","368.0319","16.4623999999999","-155.1134","361.502","4.13189999999999","-257.473","362.493499999999","-1.9479","-203.5949","384.441899999999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","6.50809999999999","-204.2324","384.003699999999","31.0302","-237.838799999999","375.5231","-9999","-9999","-9999","-4.90679999999999","-240.4128","376.5966","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","16.7992999999999","-200.7477","380.820499999999","16.5941","-211.0261","381.713599999999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","31.0430999999999","-234.9819","376.259","-9999","-9999","-9999"
