:			Group	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Black	Dot	ID	Sex	fmal	fmal	fmal	fmar	fmar	fmar	fmtl	fmtl	fmtl	glb	glb	glb	nas	nas	nas	
Darkorange	Dot	297	1	42,0812	-155,8365	360,3902	44,4395	-262,7555	358,9507	39,2657	-154,5272	356,3112	30,9531	-210,1099	379,6719	38,3321	-209,5401	376,0167	
Darkorange	Dot	298	1	55,2902	-162,0438	342,6668	63,5087	-258,2708	341,361	53,4543	-160,0094	337,3107	46,7589	-212,2146	364,5028	55,9595	-210,7075	362,1233	
Darkorange	Dot	299	1	51,4035	-162,5333	352,6205	57,029	-262,0226	347,3428	47,8562	-162,1059	349,2546	37,8724	-215,7085	376,4727	47,7076	-213,8264	371,417	
Darkorange	Dot	300	1	55,0211	-162,6194	358,8148	60,6268	-263,9775	351,372	53,5256	-161,0628	355,8548	42,7932	-216,5816	376,2679	52,6492	-215,845	372,7924	
Darkorange	Dot	301	1	49,3649	-160,6175	357,9559	51,2619	-270,0149	355,5764	43,9192	-158,7919	352,3795	35,1131	-216,8626	381,0733	45,3996	-215,5232	377,0172	
Darkorange	Dot	302	1	141,7144	-128,1482	346,3294	207,5958	-210,8878	342,4009	140,4547	-128,0817	337,7054	164,0616	-179,3689	365,5151	170,9339	-173,279	361,6526	
Darkorange	Dot	304	1	147,4032	-97,939	362,3447	223,2629	-172,8799	362,7586	144,2327	-98,2935	359,5544	176,1615	-144,0071	384,3307	181,3562	-139,0882	380,6859	
Darkorange	Dot	305	1	117,866	-91,7521	349,0772	192,3591	-152,4949	349,9278	116,591	-93,5692	345,7974	148,6109	-128,1629	370,4456	154,3476	-123,7825	367,3608	
Darkorange	Dot	308	1	123,8416	-102,1615	347,4659	199,1935	-179,7563	348,0582	122,7192	-100,9154	343,005	155,3182	-148,2227	370,2156	161,0747	-143,2345	368,8746	
Darkorange	Dot	310	1	137,3405	-103,3207	340,0281	207,5549	-175,4104	338,2689	135,59	-103,2498	335,7413	164,5453	-149,409	362,1439	168,9024	-144,8893	359,4942	
Darkorange	Dot	312	1	79,3282	-144,9112	356,0121	116,9698	-243,7472	351,2238	76,3018	-143,9473	349,583	81,9838	-202,1608	378,777	89,4974	-198,3066	372,9388	
Darkorange	Dot	314	1	72,2947	-141,0806	361,0413	117,2039	-240,7641	359,7434	69,3617	-137,5935	355,4198	84,4717	-195,0776	377,0319	91,7627	-190,6936	374,8633	
Darkorange	Dot	316	1	86,5716	-147,341	347,3277	116,745	-237,1199	347,9411	84,1248	-148,0821	343,7606	88,7961	-196,9805	367,4539	96,2455	-193,8602	364,104	
Darkorange	Dot	317	1	88,377568	-156,031239	355,397166	120,7705	-244,3972	349,3796	84,794204	-154,56394	352,19829	93,7848	-204,6748	371,2222	100,9209	-202,151	368,7148	
Darkorange	Dot	318	1	72,5593	-148,2	358,5579	97,1132	-243,8214	355,7943	69,6354	-147,4188	351,9478	70,9348	-200,9791	377,4294	77,9813	-199,4042	375,7107	
Darkorange	Dot	319	1	82,0858	-146,524	334,1449	115,3117	-247,5129	333,5738	77,2587	-146,3835	328,0159	83,37	-204,225	358,556	92,3694	-200,189	357,1886	
Darkorange	Dot	320	1	86,0382	-143,9146	366,714	117,3765	-241,7735	364,4678	83,5873	-140,8846	360,7539	89,7256	-198,3502	388,0298	97,5302	-195,2836	385,7415	
Darkorange	Dot	321	1	88,8364	-148,7804	365,4199	126,3796	-234,4143	358,9774	80,7939	-149,2501	362,3523	100,3258	-196,5976	387,5261	106,9754	-194,3979	382,7807	
Darkorange	Dot	322	1	108,0019	-150,372	345,8856	142,0804	-240,3231	343,6547	104,7575	-147,2628	340,567	110,3895	-199,3913	367,0065	118,5237	-198,1114	362,8135	
Darkorange	Dot	323	1	104,0036	-157,6786	364,3293	149,0453	-259,1324	362,667	98,5853	-156,6661	358,5113	113,041	-216,4778	386,9787	120,485	-211,5446	383,4335	
Darkorange	Dot	325	1	108,7655	-154,6812	342,0371	150,4326	-246,9137	337,8592	103,2863	-154,3571	338,683	119,5046	-205,0292	363,7684	125,5819	-203,0469	361,6647	
Darkorange	Dot	326	1	112,209	-157,8682	348,4744	151,2564	-248,1316	348,0872	110,8558	-155,8674	342,6109	119,3726	-209,8247	366,6286	127,8845	-206,2926	363,1827	
Darkorange	Dot	328	1	123,0245	-156,9632	360,2709	160,4597	-242,94	362,2866	121,0117	-156,6322	354,1702	126,5288	-206,3756	387,4812	135,307	-202,34	382,8943	
Darkorange	Dot	329	1	111,0248	-153,9332	343,1186	152,5503	-247,3519	342,9545	106,4927	-152,9202	339,9589	115,55	-208,5127	366,4471	122,9662	-205,1387	364,5738	
Darkorange	Dot	330	1	118,4155	-164,8416	347,1297	154,8848	-254,5754	344,2833	112,8184	-163,8806	342,9055	124,7114	-217,5465	364,0142	130,8135	-214,2606	362,7159	
Darkorange	Dot	331	1	116,9055	-156,7701	355,074	156,1182	-249,5732	348,245	115,6835	-155,9319	350,9327	121,9356	-210,0011	371,743	128,7127	-208,1006	370,6397	
Darkorange	Dot	333	1	117,8434	-157,0274	341,1507	159,6148	-241,9679	342,8212	113,7441	-156,7799	337,6945	128,8309	-208,2032	368,2465	137,1139	-201,6412	363,3337	
Darkorange	Dot	418	1	-113,0209	299,7511	268,1528	-200,4566	345,313	275,824	-108,1444	303,189	265,9453	-160,3956	314,8185	295,6581	-161,4401	312,1863	289,172	
Darkorange	Dot	422	1	83,6087	-124,6837	365,1633	119,7298	-215,3257	363,0977	81,5094	-123,2259	361,827	90,8995	-174,2202	381,4835	97,3315	-171,6507	379,0671	
Darkorange	Dot	424	1	205,8245	-147,2125	321,6752	292,6923	-191,4574	321,7498	200,5566	-151,8203	318,5244	252,6236	-163,0518	348,0796	253,8542	-160,2643	341,5203	
Darkorange	Dot	425	1	197,9435	-137,0086	312,4859	293,9996	-169,0273	322,4454	193,6247	-140,985	313,6679	245,0365	-146,6181	343,9717	246,6719	-143,9258	337,7408	
Darkorange	Dot	426	1	-210,589	-205,6658	274,1272	-150,7237	-135,2716	264,1134	-210,1733	-209,6927	274,5772	-172,3461	-176,1019	290,9382	-176,8008	-172,0786	288,487	
Darkorange	Dot	429	1	-174,8947	135,5566	248,391	-244,7827	203,4908	249,4966	-167,4016	138,2276	246,1303	-208,0524	170,231	274,8304	-211,794	165,6998	266,1413	
Darkorange	Dot	430	1	-205,2084	124,4684	246,1378	-264,8967	208,8643	254,7039	-198,6144	125,3198	243,5336	-237,737857	162,423661	276,88219	-241,263806	160,595878	269,309366	
Darkorange	Dot	431	1	-168,537475	144,089755	246,216747	-234,9258	211,5616	247,1698	-163,2866	142,7998	246,2343	-199,4586	179,8791	268,9161	-204,4851	173,5996	260,4602	
Darkorange	Dot	432	1	-191,8102	113,3775	245,7065	-258,1912	183,8197	250,0442	-182,4812	114,4055	243,1658	-226,3935	146,1257	270,2819	-228,821	143,8546	262,5114	
Darkorange	Dot	433	1	-162,1438	136,5302	246,6464	-234,4102	196,5616	256,5516	-155,5916	138,3516	245,0037	-198,388	163,7263	272,1135	-203,2765	160,0733	263,7961	
Darkorange	Dot	434	1	-186,5888	108,8015	252,6662	-253,9436	182,8168	258,4084	-180,7608	109,9597	251,5109	-219,7737	143,9457	277,1273	-225,6463	138,8721	266,2043	
Darkorange	Dot	435	1	-196,4301	133,7878	247,2417	-257,5768	208,0182	255,5773	-188,87	137,5254	247,9458	-226,5204	170,0146	272,8844	-231,9821	166,8488	266,2789	
Darkorange	Dot	457	1	-14,1282	180,6094	255,6988	-89,3623	251,4756	262,8195	-8,9843	180,891	253,4667	-50,5553	215,5237	285,2685	-54,7204	210,1629	277,1139	
Darkorange	Dot	458	1	-78,4312	174,2105	260,3056	-141,4507	255,1651	263,6724	-71,3819	175,3601	260,2011	-109,5331	213,2567	284,1275	-113,6767	210,1577	275,6546	
Darkorange	Dot	459	1	-56,8668	172,1799	263,0392	-123,6792	243,9459	267,7357	-53,0948	171,357	261,3401	-86,684	208,2836	286,3033	-91,1755	204,1365	282,7318	
Darkorange	Dot	460	1	-41,7379	171,9125	254,1894	-105,3794	248,9552	259,9654	-34,2171	172,5878	247,0996	-74,6097	208,5651	279,4816	-77,4775	204,5948	270,8903	
Darkorange	Dot	461	1	-50,6599	176,1674	246,8732	-119,9514	244,0149	256,6674	-47,657	177,165	245,1596	-83,8508	209,6352	275,2405	-89,2626	204,9989	266,9355	
Darkorange	Dot	462	1	-149,9768	145,7314	242,2664	-220,116	222,1276	256,6155	-144,3108	145,8242	238,5332	-186,7618	178,6261	275,3155	-188,9437	176,2435	268,4207	
Darkorange	Dot	463	1	170,7027	-174,8006	297,4252	257,6115	-216,3825	311,714	163,7914	-177,9512	296,1355	212,9171	-189,8374	328,5534	215,071	-188,41	319,5534	
Darkorange	Dot	465	1	-5,6686	-139,3849	375,0898	-28,0539	-241,2715	369,9187	-7,1738	-136,8556	369,5841	-29,2853	-188,8876	396,8074	-20,0764	-190,6258	391,9418	
Darkorange	Dot	466	1	-9,0943	-138,0707	365,7192	-24,3973	-232,7461	361,7145	-10,0732	-135,5918	360,2876	-28,6805	-183,0575	385,6264	-20,2693	-184,4761	383,0131	
Darkorange	Dot	468	1	67,4243	-118,6002	380,0107	97,6043	-222,5438	376,479	63,9492	-116,9677	374,0692	66,5624	-175,4241	401,4727	75,5584	-171,5594	398,6109	
Darkorange	Dot	471	1	145,756	21,7302	367,7681	248,2953	17,4021	365,0186	143,7779	18,527	363,1829	196,118	3,7527	382,4663	197,3803	12,4056	382,8623	
Darkorange	Dot	599	1	16,8801	-181,6346	310,0927	8,5491	-275,4458	305,5182	13,4326	-179,7839	306,2432	-3,9837	-227,2164	327,6172	6,0538	-227,9363	324,9356	
Darkorange	Dot	601	1	18,1385	-178,5439	321,1505	2,0941	-275,3518	316,0202	17,5404	-173,865	312,2668	-0,1229	-226,1702	334,3009	6,7673	-227,4203	330,6879	
Darkorange	Dot	603	1	15,2078	-173,5219	309,7981	0,4065	-262,8428	308,3921	15,6109	-170,8717	307,5868	-6,8348	-216,4708	329,2556	0,2349	-216,3342	327,0027	
Darkorange	Dot	604	1	27,7032	-167,7565	311,3692	16,2181	-260,6514	311,6069	22,6608	-164,1172	307,4546	5,4556	-213,1636	331,7993	14,887	-215,2699	329,6888	
Darkorange	Dot	606	1	22,9229	-169,0997	312,4913	17,1293	-266,6543	311,905	18,5565	-166,8978	308,4178	3,3449	-218,0076	327,1588	14,4912	-217,6402	325,9263	
Darkorange	Dot	609	1	51,4687	-124,3762	369,193	53,084	-219,4471	365,2295	49,3006	-121,1275	365,8102	39,3186	-169,9422	384,1526	49,7614	-170,623	383,4	
Darkorange	Dot	610	1	44,5937	-115,7298	369,9993	47,128	-216,2316	364,8442	40,9379	-114,8493	364,8841	29,9947	-167,4751	386,4209	37,8824	-167,2154	385,4515	
Darkorange	Dot	613	1	52,7715	-126,6589	377,9539	54,354	-227,7585	374,8435	50,1203	-123,2341	374,2413	44,3343	-175,5543	394,8786	52,326	-174,9184	392,2991	
Darkorange	Dot	616	1	26,9016	-157,5925	375,0835	9,6991	-253,2194	372,5413	22,6022	-153,7661	370,9168	4,2269	-201,9864	395,0953	14,4845	-204,2488	390,527	
Darkorange	Dot	617	1	35,7145	-156,0809	383,2447	21,2333	-257,1092	380,2075	34,4518	-153,73	379,4896	9,0162	-204,285	403,0023	17,4835	-205,7811	399,1963	
Darkorange	Dot	618	1	29,6214	-162,9007	364,1662	20,8746	-260,3878	362,8414	23,3534	-161,4154	359,3429	10,5039	-210,6544	384,9569	19,3674	-211,9472	382,5126	
Darkorange	Dot	641	1	77,8959	-134,8542	343,3819	89,678	-227,6189	343,4063	70,4622	-133,3612	342,2155	71,4872	-184,6022	362,9995	78,5839	-182,7284	362,4235	
Darkorange	Dot	642	1	75,5896	-124,858	361,2652	90,5955	-226,3272	361,2406	73,5209	-123,5153	353,7757	65,0302	-178,8928	377,8071	73,7637	-178,273	377,7288	
Darkorange	Dot	643	1	83,3879	-127,249	347,3948	114,4401	-224,3875	347,5823	79,8173	-125,349	342,3525	85,8782	-180,7849	366,0851	96,4285	-177,9155	364,2066	
Darkorange	Dot	645	1	69,3241	-121,7198	363,6909	102,7539	-217,5067	363,6802	69,5095	-116,3339	356,002	74,7303	-172,1656	380,0466	80,346	-170,9653	378,3601	
Darkorange	Dot	646	1	82,6902	-119,2243	350,2213	116,0508	-214,8753	350,225	79,4574	-117,0353	345,6174	89,0939	-171,7689	366,5394	94,5826	-169,9022	365,9274	
Darkorange	Dot	647	1	29,8525	-146,8665	339,7061	15,2594	-240,2134	343,7937	27,996	-143,6071	335,0357	14,0694	-192,464	359,3081	23,6327	-195,8681	357,2994	
Darkorange	Dot	648	1	37,5576	-147,2977	339,7799	12,0755	-241,7033	338,4507	35,765	-144,7075	337,678	10,8599	-190,3589	358,0608	22,0579	-193,8225	357,9005	
Darkorange	Dot	858	1	167,6318	-28,399	353,8921	264,919	-58,2388	352,1256	163,9239	-29,7911	350,3383	209,9038	-61,937	370,5461	214,5069	-51,3699	369,8795	
Darkorange	Dot	859	1	173,4304	-19,2805	343,9369	258,525	-51,9447	340,8806	170,1928	-21,9216	340,0985	213,3635	-48,7795	361,1993	214,9787	-38,3409	358,5193	
Darkorange	Dot	861	1	170,6882	-19,9429	355,9321	260,4068	-55,8514	353,1722	168,8962	-20,705	351,4622	210,2106	-47,3322	371,7517	213,6998	-39,1147	369,3701	
Darkorange	Dot	863	1	-137,098	310,6189	302,9483	-207,9092	371,4623	300,8632	-130,3781	314,104	300,5835	-174,4512	339,6494	333,1596	-177,0864	336,4883	327,2175	
Darkorange	Dot	864	1	-111,3484	302,7192	301,4043	-208,4807	322,6828	302,5839	-107,4121	308,2079	303,593	-159,5753	318,2086	327,0971	-159,6	313,1651	321,1805	
Darkorange	Dot	865	1	-123,8739	317,4597	312,6394	-189,719	385,7816	319,5592	-116,1943	319,6681	308,365	-151,3361	355,443	340,05	-153,9852	351,9084	336,6891	
Darkorange	Dot	866	1	-314,527007	-142,414685	312,523696	-343,9057	-46,4404	316,8963	-309,249846	-143,480195	313,176859	-342,0948	-96,2772	339,4435	-343,1815	-97,1061	330,6374	
Darkorange	Dot	867	1	-129,9059	263,5332	275,189	-223,4312	295,9823	278,0779	-126,1721	267,6864	273,2463	-177,3643	273,3753	303,3838	-178,4332	271,1821	298,6302	
Darkorange	Dot	869	1	-121,4927	298,841	295,9158	-206,9234	343,4992	298,8995	-118,6221	302,2607	295,7504	-167,8695	314,3967	321,2912	-168,0235	311,7978	313,3209	
Darkorange	Dot	870	1	-124,2104	303,2761	307,9915	-210,84	356,1087	309,3768	-118,9448	306,3999	306,9513	-167,8134	330,4376	331,1919	-170,8763	326,4948	325,4083	
Darkorange	Dot	872	1	-127,3857	291,3704	297,4488	-213,034	339,0606	299,4146	-122,242	295,9973	294,672	-168,9947	318,3853	320,0559	-170,3469	313,7818	314,2421	
Darkorange	Dot	873	1	-136,6571	276,3564	281,6767	-222,0636	328,609	283,5056	-132,2482	279,2398	276,5174	-181,5843	298,8864	305,4709	-182,8849	295,894	297,8121	
Darkorange	Dot	874	1	-112,3689	294,0438	297,3379	-203,5784	337,2314	302,17	-107,3081	295,7632	297,8988	-158,2539	314,2467	328,601	-159,8808	310,5205	318,4001	
Darkorange	Dot	888	1	150,8862	17,8277	375,514	256,5284	21,2973	372,6964	148,6793	14,7719	371,177	204,7072	8,5994	397,8597	203,3321	16,6858	396,1325	
Darkorange	Dot	889	1	181,8696	-146,202	311,5631	284,2594	-173,289	315,123	175,6052	-151,3212	311,4129	234,9502	-148,5276	340,613	235,2692	-145,7705	331,7413	
Darkorange	Dot	892	1	234,6332	-142,5603	331,6793	310,8419	-198,0656	325,415	230,7213	-145,5783	327,8838	275,2946	-170,0297	356,7835	277,3338	-166,289	350,3337	
Darkorange	Dot	893	1	186,1803	-154,8092	308,1234	286,7727	-172,5256	308,8799	182,6199	-159,5554	309,4382	236,7209	-160,1656	333,3757	235,2237	-158,2445	326,3985	
Darkorange	Dot	895	1	195,8975	-145,7016	324,3704	280,3434	-165,4795	331,1344	190,6528	-151,393	323,6486	236,4477	-158,8047	348,5703	237,7868	-153,0513	341,8549	
Darkorange	Dot	896	1	208,6498	-122,3119	313,7509	302,5683	-155,2465	319,1924	205,1954	-126,7021	311,4052	256,362	-131,9724	346,2163	255,9594	-130,1835	340,2092	
Darkorange	Dot	897	1	145,9848	-221,4245	332,0562	229,9864	-280,5214	336,5914	142,0495	-223,8001	327,9529	183,1041	-254,9568	360,0869	186,6338	-250,3537	354,4287	
Darkorange	Dot	899	1	206,8265	-133,8629	329,7067	298,7653	-165,1989	329,6587	202,7792	-140,6135	330,5029	253,4485	-146,1261	357,31	253,9978	-143,3407	348,7509	
Darkorange	Dot	901	1	180,3852	-140,0357	314,5009	277,6681	-157,0844	323,9836	177,8425	-146,3041	318,5782	227,5865	-140,5303	347,5997	228,7462	-136,5135	341,7544	
Darkorange	Dot	902	1	197,0525	-156,24	321,7238	287,4777	-195,1309	325,1129	192,5025	-158,8938	322,3593	243,4334	-169,955	352,5017	245,3349	-166,9834	346,289	
Darkorange	Dot	903	1	208,7868	-112,4647	310,0975	294,908	-134,3749	314,8654	206,4448	-114,1758	307,9373	249,6608	-122,8736	338,4912	253,1058	-116,1013	327,4139	
Darkorange	Dot	904	1	194,7108	-155,3164	319,0502	282,2254	-184,526	329,3767	188,6947	-161,6436	318,8921	236,5831	-164,0509	349,392	238,5492	-160,5989	340,8162	
Darkorange	Dot	905	1	178,9043	-173,9509	303,9299	262,459391	-224,020899	309,031726	171,5766	-175,0673	303,0792	220,0514	-194,4159	329,7103	222,737	-191,1566	324,3976	
Darkorange	Dot	906	1	189,1194	-146,9319	312,623	282,4431	-171,946	318,1189	186,0479	-150,5397	308,4973	236,5061	-154,7886	338,9972	237,4892	-150,6416	332,5205	
Darkorange	Dot	911	1	176,6711	-168,0387	322,061	266,8281	-210,6831	331,3631	172,6974	-171,2087	319,791	221,1433	-182,855	354,0684	223,9984	-180,0812	345,8987	
Darkorange	Dot	915	1	197,6596	-169,522	308,6006	275,2454	-222,6085	316,6826	193,3911	-174,3248	308,4159	240,8806	-186,1425	336,2734	241,8979	-184,6639	328,4879	
Darkorange	Dot	923	1	166,8324	-189,1082	326,8987	254,4929	-232,2782	331,4503	162,5636	-192,8592	323,7595	208,4082	-209,7031	359,6866	212,1748	-205,1752	352,2068	
Darkorange	Dot	924	1	185,5644	-184,3971	327,9175	269,2505	-236,4606	327,811	179,7127	-186,4742	327,9571	228,0634	-209,3344	349,9273	230,2815	-206,0736	346,8906	
Darkorange	Dot	927	1	167,9073	-179,4647	313,8823	252,6662	-220,4921	324,0941	162,3096	-183,1268	313,6536	213,3241	-189,0532	343,5811	214,6827	-187,4199	338,3887	
Darkorange	Dot	929	1	197,8601	-145,7005	328,624	292,721	-164,8935	331,3998	195,8085	-149,311	324,7568	245,2006	-152,3121	358,8657	246,3314	-148,1028	353,341	
Darkorange	Dot	930	1	193,0524	-148,0826	325,4554	290,9928	-176,3914	333,3995	189,9267	-153,315	324,4642	240,7411	-159,7966	357,3432	242,7992	-155,7627	351,5786	
Darkorange	Dot	931	1	194,4551	-120,9771	315,1542	282,7186	-129,1792	318,2787	191,7358	-127,2204	313,1553	237,6534	-121,7067	335,4593	237,564	-119,7194	330,8759	
Darkorange	Dot	932	1	202,8951	-150,1345	332,1896	296,2145	-177,8016	327,4864	198,4167	-155,884	329,5467	251,5347	-163,1367	357,2689	252,1169	-156,9806	348,5163	
Darkorange	Dot	933	1	192,9554	-150,3135	323,3107	282,2043	-165,0742	324,3425	187,9752	-155,3197	321,5426	237,1697	-158,5291	343,6232	237,4944	-151,801	337,8685	
Darkorange	Dot	934	1	184,4218	-181,9271	309,497	263,2957	-244,2999	314,3813	176,9317	-183,6218	308,6402	227,0437	-209,0507	337,3795	229,865	-205,9656	331,0236	
Darkorange	Dot	935	1	179,9072	-148,3987	321,1412	282,8119	-161,7235	326,4384	176,6013	-154,1525	320,1226	228,5731	-153,3689	350,8016	230,2654	-151,3583	342,2562	
Darkorange	Dot	937	1	196,6692	-146,4555	332,2631	293,8755	-169,3081	332,3752	192,7282	-151,8666	332,4972	246,4673	-151,4629	356,9367	246,0912	-148,4786	349,9013	
Darkorange	Dot	938	1	159,927	-184,7977	311,0485	247,7017	-225,5131	325,2705	156,27	-189,8423	307,1672	203,2028	-198,4533	341,8617	204,1942	-196,7857	337,1931	
Darkorange	Dot	940	1	236,7714	223,3149	375,7814	213,5623	119,8942	377,3897	232,2263	226,7236	374,5037	211,9502	174,7971	396,8271	223,351	174,0489	393,7881	
Darkorange	Dot	945	1	103,098	274,4366	371,9567	100,3985	182,0002	367,2335	100,3997	275,6038	366,8198	82,5442	227,6945	387,1901	89,6328	227,3902	386,2535	
Darkorange	Dot	947	1	125,7588	257,5695	383,0805	160,6061	175,9119	380,4767	122,9611	258,4971	379,8621	128,0544	208,5098	396,132	137,8629	214,5062	394,0955	
Darkorange	Dot	950	1	98,0683	281,4212	383,5687	106,1986	190,5051	382,6437	95,5969	282,8105	381,5255	88,0933	233,8439	398,3093	95,2217	233,8179	397,0836	
Darkorange	Dot	957	1	108,4631	262,3789	378,4225	141,8135	174,3833	376,5542	106,7824	261,9059	373,6783	109,9105	212,5034	398,2612	116,5473	214,5689	397,4723	
Darkorange	Dot	974	1	136,9361	267,0227	385,6243	117,4851	171,0566	379,2669	134,8276	271,1124	379,6906	112,6553	221,7846	398,9421	120,5225	220,0979	399,1388	
Darkorange	Dot	977	1	118,6739	259,3972	384,1938	156,5753	168,1073	375,194	115,9757	258,7402	378,815	125,6175	206,7891	397,6133	129,334	209,0179	395,9799	
Darkorange	Dot	984	1	120,7467	258,5004	391,3062	151,172	163,9242	380,7192	117,3488	260,0447	387,3689	120,3588	204,2201	406,0338	127,5558	207,0001	403,9244	
Darkorange	Dot	985	1	114,9939	301,1784	374,3596	130,2932	205,5854	374,4572	109,3818	304,5848	370,9662	109,4484	249,2692	394,2637	118,4041	250,7618	393,4617	
Darkorange	Dot	986	1	227,5075	228,5502	366,775	204,878	129,5135	368,7799	225,4666	233,0128	360,4436	200,2256	180,6347	383,4089	211,1487	180,5851	381,6966	
Darkorange	Dot	988	1	109,462	304,7298	377,8682	125,6776	209,2439	377,9356	108,7347	306,429	374,4125	103,338	252,7216	393,0567	112,4329	254,85	391,7546	
Darkorange	Dot	992	1	153,4592	234,9111	383,6628	165,085	140,7095	380,2057	150,1173	237,4316	380,2847	146,9531	185,1218	394,4831	154,9138	185,8809	393,3122	
Darkorange	Dot	993	1	219,1694	224,1093	372,2891	196,6842	128,0877	368,632	217,0506	228,0631	368,6804	189,557	179,5931	388,042	204,131	177,2805	386,1234	
Darkorange	Dot	994	1	219,506	223,9256	371,8447	196,3386	128,5978	368,9938	217,663	228,2506	367,014	190,21	180,9796	388,3957	203,7443	177,302	386,3245	
Darkorange	Dot	995	1	102,2422	301,3334	364,5956	114,65	203,5553	362,9696	98,8897	303,8528	361,9865	92,5178	248,7087	381,271	98,9596	250,4804	380,1856	
Darkorange	Dot	1000	1	224,9147	219,2301	365,4497	202,0526	125,3295	365,1179	224,3821	222,549	360,2205	201,5073	175,2053	386,4168	209,174	172,5627	384,1049	
Darkorange	Dot	1001	1	225,1404	218,6773	365,0165	202,5404	125,8024	364,991	224,8239	222,7629	360,8754	202,083	175,3741	386,4124	209,3059	173,2667	383,8818	
Darkorange	Dot	1005	1	94,1514	295,6081	375,805	108,25	196,6234	369,832	90,1242	298,4823	374,1363	83,042	243,0191	390,6033	91,1541	243,8292	388,5572	
Darkorange	Dot	1006	1	231,6542	222,096	370,0275	198,8801	127,158	369,5024	230,0504	226,0518	365,2146	204,1997	178,1586	392,0868	208,8873	176,264	390,9281	
Darkorange	Dot	1007	1	220,5048	228,5574	377,7148	194,176	126,9129	375,1673	218,8021	231,4212	374,3141	191,213	181,4057	394,0344	201,3972	178,3637	393,5644	
Darkorange	Dot	1008	1	221,0194	228,2956	377,77	194,3087	127,5675	375,7702	220,6178	230,899	375,2353	191,3681	178,6675	393,9131	201,7487	177,6629	393,3181	
Darkorange	Dot	1011	1	108,5516	300,8731	362,9184	124,6497	201,4182	365,6695	102,3775	302,2139	361,2001	97,3944	246,8199	387,5419	104,1815	248,702	385,7174	
Darkorange	Dot	1012	1	224,3467	224,1103	362,7891	205,9012	128,7497	363,5868	222,4652	226,3591	359,0856	200,8169	178,9395	383,8294	208,8241	177,8102	382,0164	
Darkorange	Dot	1016	1	230,0236	216,5823	363,5879	199,6384	127,9473	364,0006	228,5331	220,8324	361,2654	201,3362	174,9799	382,4776	209,5563	172,7274	380,1724	
Darkorange	Dot	1023	1	152,2317	221,7273	386,7344	160,1004	124,356	379,9951	151,1901	226,6417	382,1431	133,7412	171,7566	398,7177	144,4847	171,7982	398,4274	
Darkorange	Dot	1024	1	139,2735	218,824	350,9027	147,2035	126,607	349,5197	137,1203	221,3347	347,4921	123,7095	171,35	357,1277	131,8135	172,5044	359,9763	
Darkorange	Dot	1026	1	-209,3535	-180,4237	302,4431	-162,2621	-93,0192	290,3125	-206,4563	-184,6164	304,5856	-177,2789	-138,6585	325,18	-184,5087	-134,5613	319,4875	
Darkorange	Dot	1027	1	-199,8231	-220,8103	275,4407	-146,9467	-140,5215	271,0789	-196,7226	-224,9246	278,1197	-164,1329	-185,793	297,027	-172,5082	-180,6132	294,2608	
Darkorange	Dot	1028	1	-201,9106	-227,7738	285,0638	-158,3797	-140,3752	275,4539	-198,2806	-231,6655	286,5186	-171,3151	-188,0384	308,9086	-178,1879	-184,7527	303,755	
Darkorange	Dot	1030	1	-203,3234	-228,1902	290,6049	-156,284	-141,9016	282,4182	-202,8654	-232,2331	291,0358	-170,6955	-186,4023	312,167	-178,2659	-183,7605	306,8187	
Darkorange	Dot	1032	1	-217,8824	-183,8312	292,73	-166,7022	-101,8124	290,4743	-216,3453	-188,1846	294,0403	-184,9703	-147,2946	320,4168	-189,9143	-144,3643	316,9649	
Darkorange	Dot	1033	1	-208,2018	-226,353	280,0866	-159,16	-137,9758	278,1106	-206,2218	-231,3608	281,3861	-174,7155	-187,0562	307,9882	-182,1817	-182,4101	300,8701	
Darkorange	Dot	1034	1	-219,9052	-215,2357	279,86	-166,577	-130,938	282,4061	-219,324	-217,8095	279,7916	-188,8369	-176,4154	308,1515	-196,125	-172,4961	299,3129	
Darkorange	Dot	1035	1	-205,9492	-229,2605	288,8094	-160,2916	-144,7121	277,2112	-205,32	-233,0815	289,7271	-179,4393	-189,6881	306,3257	-183,7281	-186,7691	301,7243	
Darkorange	Dot	1036	1	-188,2035	-233,7971	281,2574	-130,3885	-151,6376	273,5803	-185,796	-237,3605	281,6142	-146,9725	-200,1989	306,3813	-156,083	-194,3305	301,3999	
Darkorange	Dot	1038	1	-228,464	-175,7664	295,2462	-175,3991	-95,8076	297,6467	-225,5333	-180,7923	295,8609	-199,0747	-139,3521	319,6347	-202,929	-135,7902	314,8404	
Darkorange	Dot	1039	1	-194,7106	-234,3032	281,8168	-151,8261	-142,8603	276,4343	-191,7078	-238,0794	282,3505	-164,0916	-192,7236	301,0993	-169,5713	-190,263	297,6803	
Darkorange	Dot	1040	1	-212,8546	-218,5248	283,5632	-160,4283	-134,2905	275,9153	-211,1688	-223,6836	285,3195	-182,9798	-177,1821	304,9697	-187,8683	-175,1279	300,102	
Darkorange	Dot	1041	1	-208,4531	-218,0388	291,764	-167,2683	-129,6804	282,6179	-206,3776	-221,6196	293,2401	-183,5753	-175,0108	311,4967	-189,3	-172,3181	306,6126	
