:			Group	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Black	Dot	ID	Sex	fmal	fmal	fmal	fmar	fmar	fmar	fmtl	fmtl	fmtl	glb	glb	glb	nas	nas	nas	
Cornflowerblue	Fill square	248	2	157,0505	75,8791	331,8513	244,9143	88,7685	330,5977	154,9536	73,6975	327,7179	203,0722	72,3657	344,8839	202,1268	79,7745	344,8678	
Cornflowerblue	Fill square	250	2	152,976	77,8008	343,4928	249,7445	91,6824	339,4041	150,2182	73,7566	339,736	204,5341	68,9414	359,834	202,6386	75,2602	360,1663	
Cornflowerblue	Fill square	272	2	98,0186	-143,8722	341,2339	125,0546	-235,8949	339,1137	94,8366	-141,1314	339,2282	100,1035	-192,4963	360,9695	108,581	-190,3916	357,9794	
Cornflowerblue	Fill square	285	2	62,418	-156,6309	343,608	92,768177	-246,445636	340,522287	60,5744	-155,8715	339,7505	65,1127	-204,4123	359,3817	73,4783	-203,2743	359,0153	
Cornflowerblue	Fill square	286	2	72,6071	-151,3314	340,331	95,6795	-239,7517	340,3355	67,7781	-148,5068	335,5114	69,5804	-200,1453	358,2359	77,2743	-197,9031	356,8216	
Cornflowerblue	Fill square	291	2	45,3406	-167,7985	335,3791	44,8611	-263,1945	328,1035	42,1536	-164,4718	331,3501	26,6262	-220,6004	351,9987	38,4303	-217,978	350,2771	
Cornflowerblue	Fill square	292	2	30,3162	-169,4863	338,0533	32,8779	-261,0623	332,5348	28,646	-166,6213	332,6429	21,1256	-216,5483	353,1984	29,4396	-216,7809	352,6609	
Cornflowerblue	Fill square	294	2	45,8976	-153,8247	344,8751	46,6031	-252,7433	343,6083	40,7655	-151,5806	339,9597	35,8924	-202,29	363,9201	44,4218	-203,3569	360,578	
Cornflowerblue	Fill square	296	2	43,6388	-162,9115	339,4322	45,7408	-261,1574	334,496	41,5524	-160,2111	336,7483	32,6443	-214,48	357,4107	42,1795	-214,5311	356,9586	
Cornflowerblue	Fill square	306	2	132,8942	-105,6745	341,3992	199,2539	-178,7169	339,034	129,7017	-105,429	336,337	158,9102	-150,2013	361,6636	165,4923	-144,4048	360,5833	
Cornflowerblue	Fill square	307	2	132,1801	-115,3932	330,1877	190,4988	-173,6626	330,8162	128,8359	-115,8682	324,9774	151,8009	-152,5731	348,7056	159,0259	-146,5879	346,2715	
Cornflowerblue	Fill square	311	2	78,2655	-155,7882	339,7232	104,4007	-249,1544	332,527	74,9369	-155,3115	336,9344	82,2287	-207,0559	355,122	87,0131	-205,041	353,5658	
Cornflowerblue	Fill square	313	2	76,2815	-156,4061	337,5145	108,0233	-248,8879	335,1732	73,6744	-154,8917	333,7321	78,9303	-210,296	357,8054	87,4378	-206,9723	355,8135	
Cornflowerblue	Fill square	324	2	107,0684	-161,2717	338,0066	144,1072	-250,781	334,7982	104,9648	-160,8587	333,9945	114,107	-213,8885	356,2472	125,871	-207,2392	354,2886	
Cornflowerblue	Fill square	327	2	118,6832	-157,8387	335,0151	153,2544	-248,2758	328,3145	114,8462	-156,2154	332,2166	123,7125	-208,6942	350,8776	133,9348	-206,3653	346,8377	
Cornflowerblue	Fill square	332	2	121,161	-153,2914	344,6318	159,1124	-242,6904	344,2436	119,4232	-152,0985	339,712	130,4744	-203,9809	363,2462	138,9518	-198,8633	358,3948	
Cornflowerblue	Fill square	334	2	123,4325	-157,844	342,5925	166,5511	-245,9862	339,767	119,7417	-156,8839	337,4794	132,246	-210,1126	360,7802	141,8733	-203,5339	356,745	
Cornflowerblue	Fill square	427	2	-192,1272	133,5717	248,7894	-249,2684	210,3396	251,4053	-185,7952	134,1254	248,1907	-223,1552	170,8867	272,6863	-225,3697	168,7537	268,2263	
Cornflowerblue	Fill square	428	2	-176,4583	113,4871	242,1769	-242,0022	181,0099	250,1532	-170,9087	115,2324	241,8412	-209,9113	143,471	266,8832	-212,3889	141,3007	260,043	
Cornflowerblue	Fill square	452	2	-34,6896	172,6935	246,4108	-101,04	244,8654	252,5789	-29,6022	174,2334	243,8085	-70,6061	205,3246	271,2489	-73,3945	203,9666	262,4292	
Cornflowerblue	Fill square	453	2	-35,0761	177,8374	246,9088	-101,849	241,1347	256,9522	-28,9924	180,3072	249,1524	-66,4053	209,7675	273,4078	-71,2894	204,6655	267,4232	
Cornflowerblue	Fill square	454	2	-69,3515	176,9979	245,9704	-130,5726	248,0811	253,2935	-65,2542	178,1019	245,262	-102,749	208,6741	274,0108	-106,0536	206,0727	267,8379	
Cornflowerblue	Fill square	455	2	-77,7076	171,0651	266,136	-141,1232	248,8546	270,6211	-72,2733	171,6481	261,9881	-111,3408	206,2651	291,9693	-115,7064	203,7078	285,2893	
Cornflowerblue	Fill square	456	2	-64,5612	174,4666	258,344	-128,7735	247,3497	265,1116	-55,199	177,2121	257,5921	-95,0063	211,4962	285,909	-100,6953	206,6398	278,3838	
Cornflowerblue	Fill square	464	2	158,0912	-84,5431	349,3737	225,1302	-152,42	344,17	155,2401	-83,8313	343,3774	185,7607	-123,9344	368,6203	191,5493	-119,8656	367,0544	
Cornflowerblue	Fill square	469	2	90,6665	-116,845	365,3298	119,8196	-208,2171	358,328	87,0005	-115,561	360,2757	92,9073	-166,4097	382,8537	101,4118	-164,0302	380,213	
Cornflowerblue	Fill square	600	2	16,616	-177,7381	299,7863	4,0997	-268,8749	293,3575	15,6139	-175,8399	298,0531	-3,1762	-221,8168	315,0952	4,8071	-222,0572	315,034	
Cornflowerblue	Fill square	602	2	14,2199	-176,541	291,1073	-2,5021	-264,7703	289,8634	13,5825	-174,9871	287,5609	-7,3438	-218,4281	309,6488	-0,0162	-220,6495	308,8117	
Cornflowerblue	Fill square	605	2	20,842	-174,5552	299,3423	16,753	-263,9587	297,1127	21,9163	-171,9064	294,0533	8,0193	-217,7104	315,4821	16,7889	-219,2725	313,5619	
Cornflowerblue	Fill square	611	2	49,9341	-123,5872	363,8178	54,9978	-211,4669	360,1228	51,2059	-121,3531	358,1755	44,4372	-167,3701	377,1549	54,8899	-167,4965	376,1033	
Cornflowerblue	Fill square	612	2	55,5774	-134,2224	365,0267	49,5267	-228,1123	364,1339	54,1479	-132,0137	359,9724	41,9897	-180,7019	383,4156	49,9766	-180,9196	382,4815	
Cornflowerblue	Fill square	614	2	61,4353	-124,6424	371,3463	51,44	-225,557	377,454	58,3358	-122,8967	365,8356	38,2855	-172,5386	396,7211	50,7984	-173,7791	393,3729	
Cornflowerblue	Fill square	619	2	22,7672	-160,0188	367,9173	12,1407	-256,2718	369,7927	20,2777	-158,4036	364,7047	3,6576	-205,9415	386,6845	15,211	-207,9158	384,6913	
Cornflowerblue	Fill square	620	2	126,3358	-78,5372	314,7576	196,2038	-137,4158	314,3612	123,3616	-77,7714	307,6241	153,0324	-118,6262	328,2103	158,3527	-110,8136	327,9682	
Cornflowerblue	Fill square	622	2	138,88	-51,9317	333,0275	223,2998	-115,1551	329,42	133,238	-54,1784	328,1342	172,7091	-94,9088	346,8268	178,1367	-86,5618	346,4478	
Cornflowerblue	Fill square	644	2	72,5186	-123,3462	341,7288	92,9779	-208,8181	348,877	71,0506	-121,5434	336,9019	71,2812	-169,0617	360,5329	77,0932	-167,3717	360,1981	
Cornflowerblue	Fill square	862	2	175,316	-2,8771	342,8984	263,6304	-47,5331	340,1765	171,5733	-4,4829	337,6501	214,8079	-34,766	361,6345	220,5347	-27,0338	360,3136	
Cornflowerblue	Fill square	868	2	-126,1803	290,4916	281,428	-212,007	323,5403	278,8164	-121,866	295,0067	282,7432	-171,2801	304,3748	307,7044	-172,8074	298,0981	301,5639	
Cornflowerblue	Fill square	871	2	-141,381647	269,977221	282,408691	-228,7674	324,3448	283,0716	-137,068314	272,338961	281,074831	-187,9113	294,4372	309,0934	-190,2599	290,7153	301,9422	
Cornflowerblue	Fill square	875	2	-120,4337	292,3435	296,9517	-206,05	329,6076	296,8108	-116,8863	295,0884	293,0998	-162,6126	310,4897	325,611	-165,1693	304,6285	318,9285	
Cornflowerblue	Fill square	877	2	-107,5398	315,2242	302,0525	-192,4857	357,8658	297,4777	-101,7386	317,6754	299,7556	-151,8817	333,9184	320,9958	-153,381	331,1767	318,0461	
Cornflowerblue	Fill square	886	2	44,9573	-138,5935	368,4685	55,627	-227,2357	367,8085	40,9432	-137,1321	364,4344	37,52	-183,2071	386,2734	44,6104	-182,2694	383,8425	
Cornflowerblue	Fill square	898	2	207,6945	-137,3557	324,8649	294,3022	-172,719	329,3261	205,7099	-139,2228	321,7173	249,6172	-157,7645	347,3044	251,2734	-151,3638	343,4673	
Cornflowerblue	Fill square	900	2	205,2119	-112,2101	313,1282	297,5199	-131,138	316,5589	202,1409	-115,6303	312,6437	252,4151	-116,6347	339,6034	253,2817	-110,1423	331,8845	
Cornflowerblue	Fill square	909	2	195,6517	-121,4555	314,7852	290,2566	-137,5336	316,3661	193,4384	-125,0946	314,8592	245,5024	-117,9983	332,8059	246,1028	-115,1169	328,6941	
Cornflowerblue	Fill square	912	2	254,9881	-110,4169	286,8056	331,9213	-167,6245	291,1654	250,2861	-112,8256	286,8139	297,1971	-132,2092	315,0951	299,4381	-129,4035	308,907	
Cornflowerblue	Fill square	913	2	203,0136	-110,7379	311,753	301,5025	-118,8148	320,8665	200,2695	-114,9308	312,6158	251,3763	-110,7629	338,0815	251,4948	-108,7463	331,4691	
Cornflowerblue	Fill square	917	2	205,7909	-107,776	321,732	305,4612	-124,6125	328,9086	202,0352	-112,7044	321,0844	256,9851	-113,7992	350,1299	256,7953	-108,805	344,1244	
Cornflowerblue	Fill square	920	2	225,6333	-112,1874	331,6192	304,5786	-152,6869	341,8618	218,8978	-116,2188	330,7131	262,1248	-135,0558	358,7502	265,5671	-128,2498	352,3352	
Cornflowerblue	Fill square	921	2	207,9215	-126,201	309,1827	296,9926	-153,2217	307,7927	204,2355	-130,0417	309,5257	254,5306	-135,2168	329,9395	254,9746	-131,8026	323,6659	
Cornflowerblue	Fill square	925	2	231,9724	-126,548	306,2802	307,7559	-183,6289	312,2495	225,827	-127,9322	305,7767	269,9502	-148,7323	332,0776	272,7849	-145,4036	324,2489	
Cornflowerblue	Fill square	926	2	246,2959	-109,776	297,8034	327,4224	-159,2047	304,6176	240,8448	-116,9531	302,3136	285,56	-130,606	322,2581	287,8138	-128,3027	318,5142	
Cornflowerblue	Fill square	928	2	240,0581	-108,6968	303,3706	314,1031	-154,1155	306,4508	234,9841	-109,7565	304,2866	280,3762	-124,9285	329,5928	282,0284	-121,1121	321,8759	
Cornflowerblue	Fill square	939	2	171,6601	264,4485	350,2792	169,6586	172,4643	350,631	169,3399	265,7364	345,1377	158,193	220,1993	370,2712	167,1194	218,9316	368,2213	
Cornflowerblue	Fill square	941	2	154,1088	267,3211	368,0881	143,5728	175,9783	362,9699	155,3059	268,4211	363,7651	136,962	221,3554	381,8354	148,2291	220,2088	381,579	
Cornflowerblue	Fill square	942	2	129,6426	273,6557	385,1921	147,724	170,38	382,1197	130,2112	275,434	381,7132	115,8509	218,797	397,9969	129,2296	220,1623	400,7826	
Cornflowerblue	Fill square	944	2	93,4268	264,9647	394,8766	89,3483	160,4196	387,3987	95,116	266,7137	390,2194	70,3202	213,7486	407,859	81,554	211,9752	408,6216	
Cornflowerblue	Fill square	946	2	204,9188	242,1723	371,0536	193,7149	149,148	373,4044	203,5489	243,7679	368,6276	189,1253	197,6537	391,2942	196,8171	196,9314	389,0643	
Cornflowerblue	Fill square	948	2	171,9747	260,2624	358,9896	164,2926	170,0657	353,5313	169,2862	262,3864	355,7998	157,7055	215,2248	374,263	167,1512	215,6144	371,923	
Cornflowerblue	Fill square	949	2	115,983	305,4862	365,864	132,0173	210,6434	367,1491	114,2365	307,6198	361,1843	115,1628	254,5843	386,1883	122,2756	257,2031	383,3814	
Cornflowerblue	Fill square	951	2	190,3708	259,5854	365,5795	184,7415	159,2626	369,4438	189,681	262,1376	360,8791	173,4699	211,3696	386,6983	181,4674	209,9049	385,5046	
Cornflowerblue	Fill square	952	2	100,8487	300,6294	360,255	119,648	210,8817	366,6415	96,9426	300,9897	357,4035	97,4592	253,5403	380,2577	106,033	255,112	377,8754	
Cornflowerblue	Fill square	953	2	195,264	245,4021	372,9261	188,2524	152,9077	368,585	192,8541	247,2362	369,5522	179,5007	199,1003	387,2796	183,3853	198,2836	386,7873	
Cornflowerblue	Fill square	954	2	148,8404	278,6229	357,654	159,7386	185,7197	360,1397	145,2233	279,3595	352,962	140,3553	230,2606	378,8891	152,1509	231,3949	379,0002	
Cornflowerblue	Fill square	955	2	143,8072	246,7924	375,8918	155,1703	150,764	368,6439	140,3493	248,9378	374,0222	137,5445	197,2517	390,5946	145,1211	199,0127	389,1775	
Cornflowerblue	Fill square	956	2	144,1405	270,8306	361,9644	143,902	177,582	357,4747	146,3705	272,5362	359,5558	129,4952	224,062	372,5902	141,5538	222,6355	375,4614	
Cornflowerblue	Fill square	958	2	211,5316	249,2257	382,2993	189,2224	148,6466	381,4348	208,2864	251,0444	379,2315	190,2057	202,1667	401,8681	200,1026	198,8221	400,8344	
Cornflowerblue	Fill square	959	2	153,4718	278,1697	361,1371	148,9357	182,4692	365,3081	152,2249	278,7755	360,4057	138,9997	230,5534	379,7649	148,5311	230,4186	381,1178	
Cornflowerblue	Fill square	960	2	139,4465	275,3137	349,9281	138,6639	183,8493	349,9688	138,6796	277,902	345,2827	121,1763	229,9676	363,1469	130,9082	230,0738	363,5897	
Cornflowerblue	Fill square	961	2	99,1539	301,4044	364,4649	119,6265	204,9996	360,3208	92,4003	301,9379	362,8263	95,4665	248,6542	381,9484	102,4116	250,5649	379,832	
Cornflowerblue	Fill square	962	2	106,4351	256,0805	381,0671	149,1962	173,1649	375,8729	105,233	257,9754	376,3863	117,3178	208,8077	396,1373	123,4698	211,779	395,4031	
Cornflowerblue	Fill square	963	2	152,6714	241,6274	377,98	132,6974	156,1353	372,7399	151,2048	244,9026	374,3605	132,0944	201,4872	391,6293	141,7996	199,3511	388,7777	
Cornflowerblue	Fill square	964	2	111,5147	301,9989	358,7062	126,8784	207,9218	357,5757	108,5766	303,8549	355,1632	108,6976	253,397	379,5054	116,6979	255,5498	378,3527	
Cornflowerblue	Fill square	966	2	161,8222	215,599	374,7439	136,9308	118,9067	367,7874	160,3707	217,2087	370,8912	140,4028	165,9758	392,9716	148,5317	163,8406	388,9426	
Cornflowerblue	Fill square	967	2	194,0283	253,2006	365,5969	177,3941	159,6618	364,8511	190,7195	256,3906	362,4898	170,8517	209,3429	381,0708	181,7402	206,8188	381,4277	
Cornflowerblue	Fill square	968	2	186,381	256,6912	362,7611	179,6975	164,7958	369,0495	184,3428	260,1192	357,5867	168,0817	212,9928	381,0771	180,6458	211,3078	381,9845	
Cornflowerblue	Fill square	969	2	220,1838	222,4285	360,0382	191,5673	128,2146	361,9904	217,8664	224,786	356,5213	192,0111	183,5129	378,9417	202,4111	180,5471	376,9929	
Cornflowerblue	Fill square	970	2	133,0685	241,0935	371,5188	151,3994	145,4491	368,6593	129,3749	242,1204	369,029	126,1145	188,3762	385,9273	132,8734	189,757	386,0965	
Cornflowerblue	Fill square	972	2	154,7113	235,2731	373,7897	171,0909	139,1585	372,5214	151,2487	236,9565	369,5381	147,7809	184,9026	393,9256	156,5549	186,1778	390,9603	
Cornflowerblue	Fill square	973	2	144,4344	269,5725	367,2022	136,3425	177,7524	363,0541	145,5365	270,6997	363,9263	124,6805	223,9393	377,9894	134,6146	223,1937	379,7845	
Cornflowerblue	Fill square	975	2	104,0634	299,296	365,9197	120,4104	205,9811	362,353	98,6601	300,3898	364,1241	98,293	249,0173	378,9819	107,4295	250,7046	377,3133	
Cornflowerblue	Fill square	976	2	137,7152	244,2365	374,6678	154,3243	149,0856	366,9138	133,4384	246,1074	371,1241	135,422	192,9921	390,012	140,8432	192,6979	388,5191	
Cornflowerblue	Fill square	978	2	154,7179	232,1173	362,9143	174,3316	143,2002	356,4752	152,5288	234,5535	358,174	155,9251	184,5859	376,9978	163,0604	187,0999	374,1734	
Cornflowerblue	Fill square	979	2	212,1978	226,3887	368,1675	192,3034	130,2728	363,1626	212,4858	228,017	362,3219	192,2231	183,9997	382,1801	202,0457	181,4016	381,3472	
Cornflowerblue	Fill square	981	2	226,2129	227,4233	371,1229	203,6169	123,0315	365,4524	226,9257	228,8648	364,613	205,7801	179,3901	386,4024	215,0541	177,8281	386,7152	
Cornflowerblue	Fill square	982	2	217,2007	209,6149	363,1573	195,5353	123,8194	351,4987	219,0279	212,2271	358,0571	195,9959	168,3829	370,8421	205,2117	164,273	372,6598	
Cornflowerblue	Fill square	983	2	219,1201	226,2603	369,3181	197,8041	128,1379	368,9214	220,0902	227,5489	362,3615	192,9951	179,8078	385,0962	204,1612	178,677	384,8341	
Cornflowerblue	Fill square	987	2	113,2224	304,8687	360,5214	137,3284	214,4862	357,8422	108,6302	306,7886	357,632	115,4005	255,085	378,8355	124,2373	258,1048	376,6747	
Cornflowerblue	Fill square	989	2	97,5397	301,8674	358,4917	112,1431	208,4374	361,4261	92,9523	303,4568	356,7868	89,4251	250,7762	375,6427	98,4802	253,2271	374,9687	
Cornflowerblue	Fill square	990	2	298,6882	110,0763	366,0203	246,5634	32,5375	362,9453	297,3803	112,4143	363,0595	264,644	75,4346	386,2897	274,2309	69,844	381,2152	
Cornflowerblue	Fill square	991	2	164,0036	278,2419	359,2156	166,4941	177,2816	361,0774	161,542	279,5552	355,6673	153,7534	226,9468	378,7826	161,807	227,7458	374,8864	
Cornflowerblue	Fill square	996	2	293,5132	107,0689	370,4902	240,4959	30,7145	357,5668	291,8851	110,476	369,3514	257,1566	72,8204	386,5437	265,1553	68,0871	382,3212	
Cornflowerblue	Fill square	997	2	302,059	106,1602	362,6245	247,6714	32,767	363,2607	301,0242	109,4644	361,3861	266,301	75,5043	387,3081	275,6587	69,4883	382,7611	
Cornflowerblue	Fill square	998	2	295,5928	117,8051	361,3529	239,5609	38,5181	360,3819	296,5699	120,1373	357,685	257,7882	85,7139	380,518	265,5623	79,6698	377,7536	
Cornflowerblue	Fill square	999	2	143,5513	282,4708	360,117	144,1291	182,2329	372,1408	141,6283	282,3618	353,8225	130,7929	232,8161	384,9953	137,9012	233,5624	383,3553	
Cornflowerblue	Fill square	1002	2	158,5731	266,5605	387,1765	158,2465	169,4824	375,7526	155,3576	266,6773	385,7557	141,7662	216,7951	399,6463	151,5818	216,7764	398,9262	
Cornflowerblue	Fill square	1003	2	160,9487	232,9942	367,2332	174,8055	139,5447	366,541	155,4707	233,7713	365,8116	154,9578	183,8217	387,0396	163,1903	184,6069	384,2394	
Cornflowerblue	Fill square	1004	2	203,7211	246,3586	370,3845	190,2421	153,1364	371,7305	200,9006	248,2325	366,0378	185,0537	203,4577	389,0706	193,9089	199,9548	388,4258	
Cornflowerblue	Fill square	1009	2	164,5636	273,7997	356,5695	158,4303	172,637	358,0075	165,6062	274,7906	351,7658	147,2036	224,8105	378,2988	157,574	224,1367	377,7812	
Cornflowerblue	Fill square	1010	2	150,149	276,2352	362,397	157,8986	180,5355	359,6402	149,7341	279,1448	357,5207	141,6471	226,8245	379,6401	150,3039	227,5152	377,7663	
Cornflowerblue	Fill square	1013	2	153,7516	264,7279	373,2066	159,0675	173,7689	368,7736	151,2682	266,0725	370,3756	139,8795	218,2601	383,8103	151,4479	217,4803	385,2299	
Cornflowerblue	Fill square	1014	2	151,4637	272,2401	378,534	152,811	173,889	374,0555	151,5341	273,1099	373,8769	138,9462	219,3323	393,7154	150,0117	221,7266	393,9038	
Cornflowerblue	Fill square	1015	2	159,8856	229,7347	363,6622	172,905	141,6586	358,737	156,4615	230,5961	362,1122	148,8997	183,9087	379,3961	159,7	184,4805	378,3511	
Cornflowerblue	Fill square	1018	2	137,2126	248,4585	373,2403	154,4172	152,1003	367,765	134,1906	249,8673	369,0014	131,2412	197,5966	386,3208	139,4852	198,4003	386,3294	
Cornflowerblue	Fill square	1019	2	228,8865	221,4188	369,0812	200,6795	132,3453	369,7423	227,7401	223,9745	363,9706	203,0267	180,9448	385,6526	213,7158	178,1017	384,3037	
Cornflowerblue	Fill square	1020	2	156,9981	233,007	372,024	174,6955	140,0798	371,9615	154,314	235,0175	368,0618	153,5611	185,0402	391,6742	158,825	185,5028	391,1502	
Cornflowerblue	Fill square	1021	2	158,5205	271,7767	370,6729	160,9879	180,7264	366,9084	159,2425	271,9412	366,231	147,9095	224,1448	387,924	157,2599	224,4805	387,7444	
Cornflowerblue	Fill square	1025	2	111,0528	225,8059	321,2768	116,9432	129,2235	322,5939	111,3949	229,4225	317,3628	95,5935	175,3177	310,6732	98,0714	175,7847	319,8444	
Cornflowerblue	Fill square	1029	2	-204,0996	-228,666	273,3737	-157,2787	-144,9355	271,0604	-202,6233	-232,0235	273,9367	-170,4335	-192,325	295,4717	-177,213	-188,4762	292,5167	
Cornflowerblue	Fill square	1031	2	-215,3889	-231,4952	260,3853	-171,2887	-150,5974	266,109	-214,8065	-234,028	260,9851	-189,9526	-195,6397	286,5527	-197,8582	-190,3424	279,9042	
Cornflowerblue	Fill square	1037	2	-216,4053	-209,3364	265,2616	-165,4437	-130,2285	256,631	-215,5755	-213,5974	264,1499	-187,5774	-171,7873	281,9832	-191,9654	-168,561	278,8444	
Cornflowerblue	Fill square	1045	2	-205,5752	-181,7853	291,3043	-155,0526	-104,6657	290,0539	-205,2982	-184,9288	290,4681	-173,7579	-147,6355	308,4787	-179,0098	-143,0699	305,2315	
Cornflowerblue	Fill square	1048	2	-216,3764	-209,3429	272,3288	-170,3732	-125,9506	264,5084	-215,7222	-212,7772	271,7583	-190,3066	-166,7873	289,96	-194,3094	-165,2712	286,8004	
Cornflowerblue	Fill square	1053	2	-217,3049	-212,9597	266,7156	-167,9237	-132,768	262,7517	-215,8011	-216,4879	268,3794	-184,8596	-177,6565	290,8421	-191,4824	-173,5741	285,7832	
Cornflowerblue	Fill square	1055	2	-209,0232	-206,7279	270,104	-168,6686	-116,3847	291,7738	-206,6145	-210,3997	271,345	-184,9177	-168,5458	305,7474	-190,5409	-165,2762	301,0682	
Cornflowerblue	Fill square	1067	2	-202,5668	-221,5707	272,3693	-159,949	-139,1115	271,6562	-200,8367	-224,3933	271,9284	-175,743	-183,7231	290,1272	-184,9991	-178,5491	284,0143	
Cornflowerblue	Fill square	1068	2	-220,8875	-190,9372	285,4934	-172,7637	-100,9879	290,806	-218,9925	-195,4914	287,2317	-196,8526	-146,5022	316,4674	-200,7501	-144,7545	311,6825	
Cornflowerblue	Fill square	1084	2	158,4625	227,6372	295,8264	130,5232	138,6058	285,596	156,599	232,7411	295,3028	137,3376	184,1523	313,5696	144,5495	181,2637	308,4141	
Cornflowerblue	Fill square	1087	2	162,2835	238,1578	292,0428	139,369	145,5551	291,1471	159,4456	240,5079	293,3652	148,8635	192,5745	316,2558	155,9437	190,8343	311,1337	
Cornflowerblue	Fill square	1092	2	-204,6159	-197,4495	289,841	-165,5943	-113,8866	282,988	-201,3023	-201,8125	291,5169	-179,8885	-155,7225	306,5696	-185,6761	-153,3458	303,2175	
Cornflowerblue	Fill square	1094	2	-223,0745	-206,2996	271,3829	-168,6983	-128,6232	270,2813	-219,2122	-211,8001	273,9666	-192,1375	-170,7786	292,7856	-196,9104	-166,7144	289,0123	
Cornflowerblue	Fill square	1096	2	-236,492	-170,9312	277,1021	-178,2256	-97,1706	267,2824	-233,7142	-175,8431	278,7824	-201,3406	-137,2784	292,5045	-205,6823	-132,9801	288,6088	
Cornflowerblue	Fill square	1097	2	161,7796	228,6866	297,0762	137,3263	139,2349	288,542	159,507	230,9579	298,6231	143,2845	183,959	314,8681	148,9508	181,8319	308,0538	
Cornflowerblue	Fill square	1100	2	-229,6348	-180,1241	273,2228	-176,3988	-105,0236	269,0017	-227,5045	-184,0639	273,8492	-192,7667	-148,5401	292,4889	-197,365	-145,5334	290,6621	
Cornflowerblue	Fill square	1104	2	148,3967	242,2863	291,2092	133,5454	151,26	290,1388	144,8812	244,4278	292,0443	137,2145	196,7268	314,6433	142,07	196,0799	311,1128	
Cornflowerblue	Fill square	1105	2	-200,1908	-222,2787	282,3616	-141,8874	-136,8813	278,1953	-198,8553	-225,6216	283,6893	-164,0318	-183,2659	303,2591	-169,3531	-179,821	299,3452	
Cornflowerblue	Fill square	1112	2	142,4055	238,6312	283,93	114,608	145,4348	275,0188	139,1355	241,6097	284,7334	118,184	193,6567	302,8126	126,5108	191,104	298,9196	
Cornflowerblue	Fill square	1115	2	-203,5779	-233,3805	253,3936	-164,8345	-150,549	259,4821	-202,5315	-236,1485	253,455	-176,6569	-197,1896	276,0532	-183,5966	-193,9241	272,9406	
Cornflowerblue	Fill square	1116	2	-214,818	-210,3237	282,381	-160,0167	-135,813	281,3022	-213,5289	-215,3566	283,3144	-182,1786	-178,9794	303,0536	-186,5817	-175,2224	299,5747	
Cornflowerblue	Fill square	1117	2	-235,6447	-186,0292	284,8599	-187,9574	-106,6962	284,3016	-234,2944	-189,5519	285,9495	-212,699	-145,5656	310,2356	-218,0691	-142,593	302,0961	
Cornflowerblue	Fill square	1121	2	-219,1561	-180,8155	291,6912	-175,5798	-91,9125	286,3897	-215,4953	-184,548	294,1697	-192,8246	-136,62	314,2877	-198,8775	-133,6007	307,4395	
Cornflowerblue	Fill square	1123	2	146,9475	243,7396	293,0067	120,236	147,591	293,2608	143,4283	247,1256	293,3096	126,2825	197,798	320,3857	135,5789	194,8195	316,1551	
Cornflowerblue	Fill square	1124	2	-199,9613	-184,0493	298,5829	-145,5984	-99,467	294,2127	-196,4687	-187,961	299,479	-164,6686	-145,3135	323,3657	-172,5364	-140,2795	319,6176	
Cornflowerblue	Fill square	1133	2	-238,2719	-182,9002	283,4609	-190,9903	-105,6571	286,3204	-237,3819	-185,5092	283,374	-215,7874	-143,7937	304,8926	-220,5664	-140,9729	298,4821	
Cornflowerblue	Fill square	1134	2	-217,3194	-184,4983	304,8901	-164,1377	-102,5259	293,6514	-216,4185	-187,6847	305,2359	-186,4133	-146,0111	323,8276	-194,7222	-140,82	317,8853	
Cornflowerblue	Fill square	1135	2	112,463	265,313	297,1599	115,1246	170,4293	291,0594	108,9403	266,7979	298,883	108,8261	216,8481	316,6071	114,8033	217,7637	310,1167	
Cornflowerblue	Fill square	1137	2	-201,7017	-199,2793	281,4307	-164,8119	-107,2163	282,0215	-198,2719	-203,3943	281,1415	-175,9743	-156,772	301,3994	-182,0703	-153,6517	296,3775	
Brown	Fill square	1150	3	219,9623	-129,4425	313,4785	298,0905	-170,9873	325,6211	216,559	-132,746	310,831	256,9346	-149,5154	345,5602	261,1873	-143,3158	337,7253	
